timestamp,systolic_blood_pressure,diastolic_blood_pressure,pulse_rate
2024-06-30 15:32:05,100.0,81.0,338.0
2024-06-30 15:32:06,99.0,80.0,338.0
2024-06-30 15:32:07,99.0,80.0,341.0
2024-06-30 15:32:08,98.0,79.0,334.0
2024-06-30 15:32:09,98.0,70.0,334.0
2024-06-30 15:32:10,98.0,78.0,334.0
2024-06-30 15:32:11,98.0,78.0,334.0
2024-06-30 15:32:12,97.0,78.0,334.0
2024-06-30 15:32:13,97.0,77.0,331.0
2024-06-30 15:32:14,97.0,77.0,327.0
2024-06-30 15:32:15,95.0,76.0,327.0
2024-06-30 15:32:16,93.0,73.0,327.0
2024-06-30 15:32:17,93.0,73.0,327.0
2024-06-30 15:32:18,93.0,77.0,320.0
2024-06-30 15:32:19,93.0,77.0,317.0
2024-06-30 15:32:20,93.0,71.0,317.0
2024-06-30 15:32:21,93.0,71.0,317.0
2024-06-30 15:32:22,93.0,71.0,317.0
2024-06-30 15:32:23,93.0,77.0,317.0
2024-06-30 15:32:24,92.0,66.0,317.0
2024-06-30 15:32:25,89.66666666666667,64.5,315.3333333333333
2024-06-30 15:32:26,87.33333333333333,63.0,313.6666666666667
2024-06-30 15:32:27,85.0,61.5,312.0
2024-06-30 15:32:28,82.66666666666667,60.0,310.3333333333333
2024-06-30 15:32:29,80.33333333333333,58.5,308.6666666666667
2024-06-30 15:32:30,78.0,57.0,307.0
2024-06-30 15:32:31,79.0,56.0,307.0
2024-06-30 15:32:32,81.0,58.333333333333336,310.3333333333333
2024-06-30 15:32:33,83.0,60.666666666666664,313.6666666666667
2024-06-30 15:32:34,85.0,63.0,317.0
2024-06-30 15:32:35,85.0,63.0,317.0
2024-06-30 15:32:36,86.0,65.0,320.0
2024-06-30 15:32:37,86.0,55.0,317.0
2024-06-30 15:32:38,86.0,65.0,311.0
2024-06-30 15:32:39,88.0,67.0,313.0
2024-06-30 15:32:40,89.0,68.0,311.0
2024-06-30 15:32:41,89.0,68.0,311.0
2024-06-30 15:32:42,89.0,66.0,307.0
2024-06-30 15:32:43,88.0,65.0,307.0
2024-06-30 15:32:44,88.0,66.0,301.0
2024-06-30 15:32:45,88.0,66.0,301.0
2024-06-30 15:32:46,88.0,66.0,299.0
2024-06-30 15:32:47,88.0,66.0,299.0
2024-06-30 15:32:48,88.0,65.0,295.0
2024-06-30 15:32:49,87.0,63.0,293.0
2024-06-30 15:32:50,84.0,60.0,290.0
2024-06-30 15:32:51,84.0,60.0,284.0
2024-06-30 15:32:52,83.0,61.0,288.0
2024-06-30 15:32:53,83.0,61.0,288.0
2024-06-30 15:32:54,84.0,61.0,293.0
2024-06-30 15:32:55,85.0,62.0,293.0
2024-06-30 15:32:56,87.0,63.0,293.0
2024-06-30 15:32:57,88.0,64.0,295.0
2024-06-30 15:32:58,87.0,63.0,295.0
2024-06-30 15:32:59,87.0,63.0,295.0
2024-06-30 15:33:00,87.0,64.0,295.0
2024-06-30 15:33:01,86.0,63.0,295.0
2024-06-30 15:33:02,86.0,63.0,295.0
2024-06-30 15:33:03,86.0,63.0,290.0
2024-06-30 15:33:04,87.0,63.0,290.0
2024-06-30 15:33:05,87.0,63.0,290.0
2024-06-30 15:33:06,87.0,62.0,288.0
2024-06-30 15:33:07,86.0,63.0,279.0
2024-06-30 15:33:08,86.0,62.0,279.0
2024-06-30 15:33:09,86.0,62.0,284.0
2024-06-30 15:33:10,83.0,60.0,282.0
2024-06-30 15:33:11,83.0,60.0,282.0
2024-06-30 15:33:12,83.0,60.0,284.0
2024-06-30 15:33:13,83.0,58.0,282.0
2024-06-30 15:33:14,81.0,56.0,274.0
2024-06-30 15:33:15,79.0,55.0,268.0
2024-06-30 15:33:16,77.0,53.0,265.0
2024-06-30 15:33:17,77.0,53.0,265.0
2024-06-30 15:33:18,76.0,53.0,265.0
2024-06-30 15:33:19,76.0,53.0,265.0
2024-06-30 15:33:20,75.0,53.0,265.0
2024-06-30 15:33:21,75.0,52.0,265.0
2024-06-30 15:33:22,76.0,52.0,265.0
2024-06-30 15:33:23,76.0,52.0,265.0
2024-06-30 15:33:24,75.0,52.0,260.0
2024-06-30 15:33:25,76.0,51.0,263.0
2024-06-30 15:33:26,75.0,51.0,255.0
2024-06-30 15:33:27,74.0,50.0,254.0
2024-06-30 15:33:28,74.0,50.0,256.0
2024-06-30 15:33:29,74.0,50.0,255.0
2024-06-30 15:33:30,75.0,51.0,259.0
2024-06-30 15:33:31,74.0,49.0,256.0
2024-06-30 15:33:32,72.0,49.0,250.0
2024-06-30 15:33:33,72.0,50.0,254.0
2024-06-30 15:33:34,73.0,50.0,260.0
2024-06-30 15:33:35,73.0,50.0,260.0
2024-06-30 15:33:36,73.0,49.0,254.0
2024-06-30 15:33:37,72.0,47.0,250.0
2024-06-30 15:33:38,71.0,46.0,246.0
2024-06-30 15:33:39,70.0,45.0,239.0
2024-06-30 15:33:40,68.0,45.0,235.0
2024-06-30 15:33:41,68.0,45.0,235.0
2024-06-30 15:33:42,68.0,44.0,235.0
2024-06-30 15:33:43,67.0,44.0,233.0
2024-06-30 15:33:44,67.0,43.0,233.0
2024-06-30 15:33:45,66.0,43.0,231.0
2024-06-30 15:33:46,66.0,42.0,229.0
2024-06-30 15:33:47,66.0,42.0,229.0
2024-06-30 15:33:48,65.0,42.0,231.0
2024-06-30 15:33:49,63.0,41.0,231.0
2024-06-30 15:33:50,62.0,39.0,228.0
2024-06-30 15:33:51,61.0,37.0,225.0
2024-06-30 15:33:52,59.0,37.0,221.0
2024-06-30 15:33:53,59.0,37.0,221.0
2024-06-30 15:33:54,58.0,36.0,219.0
2024-06-30 15:33:55,57.0,35.0,219.0
2024-06-30 15:33:56,56.0,35.0,218.0
2024-06-30 15:33:57,55.0,34.0,218.0
2024-06-30 15:33:58,54.0,33.0,218.0
2024-06-30 15:33:59,54.0,33.0,218.0
2024-06-30 15:34:00,54.0,33.0,216.0
2024-06-30 15:34:01,54.0,33.0,216.0
2024-06-30 15:34:02,53.0,32.0,215.0
2024-06-30 15:34:03,53.0,32.0,215.0
2024-06-30 15:34:04,53.0,32.0,212.0
2024-06-30 15:34:05,53.0,32.0,212.0
2024-06-30 15:34:06,53.0,32.0,210.0
2024-06-30 15:34:07,52.0,32.0,210.0
2024-06-30 15:34:08,52.0,32.0,212.0
2024-06-30 15:34:09,52.0,32.0,212.0
2024-06-30 15:34:10,52.0,32.0,213.0
2024-06-30 15:34:11,52.0,32.0,213.0
2024-06-30 15:34:12,52.0,32.0,209.0
2024-06-30 15:34:13,52.0,32.0,209.0
2024-06-30 15:34:14,52.0,32.0,210.0
2024-06-30 15:34:15,52.0,32.0,210.0
2024-06-30 15:34:16,53.0,33.0,212.0
2024-06-30 15:34:17,53.0,33.0,212.0
2024-06-30 15:34:18,53.0,33.0,210.0
2024-06-30 15:34:19,53.0,32.0,208.0
2024-06-30 15:34:20,53.0,32.0,208.0
2024-06-30 15:34:21,53.0,32.0,206.0
2024-06-30 15:34:22,53.0,32.0,206.0
2024-06-30 15:34:23,53.0,32.0,206.0
2024-06-30 15:34:24,53.0,32.0,209.0
2024-06-30 15:34:25,53.0,32.0,206.0
2024-06-30 15:34:26,53.0,33.0,208.0
2024-06-30 15:34:27,54.0,33.0,209.0
2024-06-30 15:34:28,54.0,33.0,210.0
2024-06-30 15:34:29,54.0,33.0,209.0
2024-06-30 15:34:30,54.0,33.0,209.0
2024-06-30 15:34:31,54.0,33.0,210.0
2024-06-30 15:34:32,55.0,33.0,212.0
2024-06-30 15:34:33,54.0,33.0,212.0
2024-06-30 15:34:34,54.0,33.0,209.0
2024-06-30 15:34:35,54.0,32.0,205.0
2024-06-30 15:34:36,54.0,32.0,205.0
2024-06-30 15:34:37,54.0,32.0,205.0
2024-06-30 15:34:38,53.0,32.0,204.0
2024-06-30 15:34:39,53.0,31.0,204.0
2024-06-30 15:34:40,53.0,32.0,202.0
2024-06-30 15:34:41,53.0,32.0,205.0
2024-06-30 15:34:42,53.0,32.0,205.0
2024-06-30 15:34:43,53.0,32.0,205.0
2024-06-30 15:34:44,53.0,32.0,206.0
2024-06-30 15:34:45,54.0,32.0,208.0
2024-06-30 15:34:46,54.0,32.0,208.0
2024-06-30 15:34:47,54.0,33.0,208.0
2024-06-30 15:34:48,54.0,33.0,208.0
2024-06-30 15:34:49,54.0,34.0,209.0
2024-06-30 15:34:50,54.0,34.0,209.0
2024-06-30 15:34:51,55.0,34.0,210.0
2024-06-30 15:34:52,55.0,34.0,213.0
2024-06-30 15:34:53,54.0,33.0,212.0
2024-06-30 15:34:54,54.0,33.0,212.0
2024-06-30 15:34:55,54.0,33.0,208.0
2024-06-30 15:34:56,54.0,33.0,206.0
2024-06-30 15:34:57,53.0,32.0,204.0
2024-06-30 15:34:58,51.0,32.0,204.0
2024-06-30 15:34:59,51.0,32.0,205.0
2024-06-30 15:35:00,51.0,32.0,205.0
2024-06-30 15:35:01,50.0,31.0,209.0
2024-06-30 15:35:02,51.0,32.0,209.0
2024-06-30 15:35:03,53.0,33.0,208.0
2024-06-30 15:35:04,54.0,32.0,209.0
2024-06-30 15:35:05,54.0,33.0,209.0
2024-06-30 15:35:06,54.0,33.0,209.0
2024-06-30 15:35:07,54.0,33.0,208.0
2024-06-30 15:35:08,54.0,33.0,208.0
2024-06-30 15:35:09,54.0,32.0,204.0
2024-06-30 15:35:10,54.0,32.0,202.0
2024-06-30 15:35:11,53.0,32.0,202.0
2024-06-30 15:35:12,53.0,32.0,202.0
2024-06-30 15:35:13,53.0,32.0,202.0
2024-06-30 15:35:14,53.0,32.0,201.0
2024-06-30 15:35:15,53.0,32.0,199.0
2024-06-30 15:35:16,53.0,32.0,201.0
2024-06-30 15:35:17,53.0,32.0,201.0
2024-06-30 15:35:18,53.0,32.0,201.0
2024-06-30 15:35:19,53.0,32.0,201.0
2024-06-30 15:35:20,53.0,33.0,206.0
2024-06-30 15:35:21,54.0,33.0,204.0
2024-06-30 15:35:22,54.0,33.0,204.0
2024-06-30 15:35:23,54.0,33.0,202.0
2024-06-30 15:35:24,54.0,33.0,202.0
2024-06-30 15:35:25,54.0,33.0,205.0
2024-06-30 15:35:26,55.0,34.0,208.0
2024-06-30 15:35:27,55.0,34.0,208.0
2024-06-30 15:35:28,55.0,35.0,210.0
2024-06-30 15:35:29,56.0,35.0,210.0
2024-06-30 15:35:30,56.0,35.0,210.0
2024-06-30 15:35:31,56.0,35.0,208.0
2024-06-30 15:35:32,56.0,35.0,208.0
2024-06-30 15:35:33,56.0,35.0,209.0
2024-06-30 15:35:34,56.0,35.0,208.0
2024-06-30 15:35:35,56.0,35.0,208.0
2024-06-30 15:35:36,56.0,35.0,208.0
2024-06-30 15:35:37,56.0,35.0,208.0
2024-06-30 15:35:38,56.0,34.0,205.0
2024-06-30 15:35:39,55.0,34.0,214.0
2024-06-30 15:35:40,55.0,34.0,201.0
2024-06-30 15:35:41,55.0,34.0,202.0
2024-06-30 15:35:42,55.0,34.0,202.0
2024-06-30 15:35:43,55.0,34.0,204.0
2024-06-30 15:35:44,55.0,34.0,204.0
2024-06-30 15:35:45,55.0,34.0,204.0
2024-06-30 15:35:46,55.0,34.0,201.0
2024-06-30 15:35:47,55.0,34.0,202.0
2024-06-30 15:35:48,55.0,34.0,202.0
2024-06-30 15:35:49,56.0,35.0,205.0
2024-06-30 15:35:50,55.0,34.0,205.0
2024-06-30 15:35:51,55.0,34.0,204.0
2024-06-30 15:35:52,55.0,34.0,202.0
2024-06-30 15:35:53,55.0,35.0,202.0
2024-06-30 15:35:54,55.0,35.0,202.0
2024-06-30 15:35:55,55.0,35.0,204.0
2024-06-30 15:35:56,56.0,35.0,204.0
2024-06-30 15:35:57,55.0,35.0,205.0
2024-06-30 15:35:58,55.0,35.0,205.0
2024-06-30 15:35:59,55.0,34.0,199.0
2024-06-30 15:36:00,55.0,34.0,199.0
2024-06-30 15:36:01,54.0,34.0,198.0
2024-06-30 15:36:02,53.0,34.0,198.0
2024-06-30 15:36:03,54.0,34.0,197.0
2024-06-30 15:36:04,54.0,34.0,197.0
2024-06-30 15:36:05,54.0,34.0,198.0
2024-06-30 15:36:06,54.0,34.0,198.0
2024-06-30 15:36:07,54.0,34.0,198.0
2024-06-30 15:36:08,54.0,34.0,197.0
2024-06-30 15:36:09,53.0,33.0,197.0
2024-06-30 15:36:10,53.0,33.0,196.0
2024-06-30 15:36:11,52.0,32.0,191.0
2024-06-30 15:36:12,52.0,32.0,191.0
2024-06-30 15:36:13,52.0,32.0,187.0
2024-06-30 15:36:14,52.0,32.0,190.0
2024-06-30 15:36:15,52.0,32.0,191.0
2024-06-30 15:36:16,52.0,32.0,192.0
2024-06-30 15:36:17,52.0,32.0,192.0
2024-06-30 15:36:18,52.0,32.0,192.0
2024-06-30 15:36:19,52.0,33.0,193.0
2024-06-30 15:36:20,52.0,33.0,194.0
2024-06-30 15:36:21,52.0,33.0,192.0
2024-06-30 15:36:22,52.0,33.0,192.0
2024-06-30 15:36:23,53.0,33.0,192.0
2024-06-30 15:36:24,53.0,33.0,192.0
2024-06-30 15:36:25,53.0,33.0,191.0
2024-06-30 15:36:26,53.0,33.0,190.0
2024-06-30 15:36:27,53.0,33.0,191.0
2024-06-30 15:36:28,52.0,32.0,191.0
2024-06-30 15:36:29,52.0,33.0,190.0
2024-06-30 15:36:30,52.0,33.0,190.0
2024-06-30 15:36:31,52.0,32.0,189.0
2024-06-30 15:36:32,52.0,32.0,191.0
2024-06-30 15:36:33,52.0,32.0,192.0
2024-06-30 15:36:34,52.0,32.0,192.0
2024-06-30 15:36:35,52.0,32.0,190.0
2024-06-30 15:36:36,52.0,32.0,190.0
2024-06-30 15:36:37,51.0,32.0,186.0
2024-06-30 15:36:38,51.0,32.0,185.0
2024-06-30 15:36:39,52.0,32.0,187.0
2024-06-30 15:36:40,52.0,32.0,187.0
2024-06-30 15:36:41,51.0,32.0,187.0
